K1M1,K1M2,K1M3,K1M4,K1M5,K1M6,K2M1,K2M2,K2M3,K2M4,K2M5,K2M6,K3M3,K3M4,K3M5,K3M6,K4M1,K4M2,K4M3,K4M4,K4M5,K4M6
8.657605,8.869047,8.569121,8.13035,8.354607,8.954964,8.274049,9.273272,8.865326,8.629821,8.938327,8.332833,8.518311,8.235087,7.707041,8.442083,8.378502,8.30129,8.615131,8.361195,8.39477,8.647936
7.686105,7.885461,,,,7.93898,,8.003128,,7.884206,,,,7.72382,,,,,,,,
8.64766,8.778781,8.517984,8.408108,8.467278,8.934427,8.356424,9.250487,8.900258,8.620881,8.912443,8.39077,8.462669,8.135088,7.786272,8.442083,8.298522,8.020243,8.432018,8.350695,8.269427,8.510388
7.4417,,,,,7.908575,,7.63541,7.886208,,7.745276,,,8.090011,8.097473,,7.942187,7.299167,,8.251815,7.931073,
7.644564,7.859284,,,,7.688888,,8.073326,7.593664,,7.881688,,,7.246645,7.598373,,7.520865,,,7.385017,,
7.799122,7.859284,,,,7.73893,,7.966571,7.617232,,7.881688,,,7.379594,7.598373,,7.520865,,,7.389824,,
9.755295,8.905871,8.5155,9.093311,9.72014,8.969595,8.907107,8.798995,8.833836,8.35276,9.441363,8.515956,,9.387808,,,,,,,,
7.856327,7.783473,,,,8.239198,7.655819,8.025152,7.360481,7.483894,7.928859,,,,,,,,,7.287585,,
7.856327,7.783473,,,,8.348243,7.655819,8.109685,7.360481,7.483894,7.793875,,,,,,,,,7.287585,,
7.99782,7.783473,,,,8.64546,7.655819,8.340656,,7.450243,8.183806,,,,,,,,,,,
7.856327,7.783473,,,,8.475747,7.655819,8.241707,7.360481,7.483894,7.965535,,,,,,,,,7.287585,,
7.856327,7.783473,,,,8.348243,7.655819,8.109685,7.360481,7.483894,7.668581,,,,,,,,,7.287585,,
7.603893,,,7.797721,,7.288657,7.676391,,7.494972,7.970953,,,8.46682,8.097543,8.068609,7.785634,7.947652,7.929976,8.389734,7.937909,7.847308,8.148115
8.291884,8.794334,8.660759,8.724528,8.281431,9.103801,8.121134,9.334697,8.51747,8.211108,9.484799,7.858531,8.178276,8.861519,8.741732,8.404516,8.594498,8.415589,8.448612,8.983484,9.04628,
8.091558,8.647279,8.520533,8.559976,8.255357,8.950336,7.477642,9.175702,8.415431,8.025024,9.426367,7.761032,7.991098,8.745276,8.672063,8.699033,7.858253,8.684341,8.350749,8.946935,8.970622,7.151415
8.133307,,7.91085,7.754456,,8.502399,,8.785746,7.565509,,8.07196,7.468849,,8.600118,8.304402,8.025604,8.172131,7.474773,,8.638272,8.160023,
8.100931,8.256721,8.176234,,,8.157554,7.810408,8.497808,,7.669789,8.315874,,8.513363,7.940792,8.527286,,7.848735,,8.394457,8.18107,8.108915,8.138215
8.257415,7.964186,,7.492516,,8.407437,,8.783081,7.419444,,8.75896,,,,8.139685,,8.135111,,7.752688,8.440392,8.378752,7.188757
8.254345,8.109735,8.176234,,,8.140501,7.810408,8.388956,7.154073,7.669789,8.195718,,8.261382,8.450929,8.500358,,7.795302,,8.478358,8.418339,8.359003,8.18625
7.726332,7.457997,,,,7.520013,,7.040871,6.865273,,7.022009,,,,,,,,,,7.287679,
7.217532,,,,,8.044685,,7.818343,7.360481,7.515124,7.7112,,,7.839278,7.395836,,,,,7.530917,6.809512,
7.761472,7.781685,7.661535,7.796278,7.410911,6.716488,,7.169047,7.826136,7.777107,,7.67408,8.004974,7.931453,7.384495,,7.79833,7.702427,,8.169104,,8.076139
10.01626,8.905871,9.414513,9.38769,9.993213,9.31666,9.939206,9.505082,8.984107,9.049096,9.575596,8.515956,7.868017,9.566408,9.243559,9.218136,8.681198,8.781296,8.375413,8.912746,9.385795,8.741286
8.10202,8.084507,,8.120824,7.893697,8.212168,8.269325,7.837395,8.534917,8.748743,,,,,,,,,,,,
7.253627,7.345597,,,,7.604525,7.349812,7.425316,7.218141,6.984097,7.874468,,,8.346717,7.430118,,7.151452,,,7.357576,7.960159,
8.075295,7.866621,,,,7.909465,7.816296,7.80965,8.045003,7.614127,,,,,,,,,,6.831375,,
8.478111,8.500435,8.09399,8.067956,7.846738,8.605995,8.202719,8.953061,8.354141,7.912841,8.629518,8.23945,8.363672,8.65317,8.321496,,8.5417,7.972035,8.469758,8.691133,8.571143,7.772982
7.570191,7.707812,,,,7.635542,,7.647587,,,7.700954,,,7.192307,,,7.71351,,,7.615836,7.546967,
7.570191,7.535988,,,,7.438589,,7.763447,,,7.808487,,,7.192307,6.536342,,7.434146,,,7.725205,7.555581,
7.272904,,7.519151,,,7.752814,,7.980854,7.614757,,7.974317,7.344545,,7.810465,,,7.553978,,7.474291,7.786363,,6.98755
7.078259,,,,7.771116,7.428945,,7.187922,7.31544,7.424298,,,,,,,,,,,,
7.078259,,,,7.771116,7.371552,,7.320496,7.31544,7.609049,,,,,,,,,,,,
8.089332,8.00537,,7.796752,,7.652521,8.090817,7.997372,8.146993,,,,7.731039,7.900197,,,7.739221,,,,7.698254,
8.379593,,,,,7.774759,,8.395713,,,7.753832,,,8.319937,7.985582,,,,,8.304199,8.159912,
8.379593,,,,,7.632707,,8.410212,,,7.806175,,,8.319937,7.985582,,,,,8.304199,8.398371,
8.022319,,,,,7.966034,7.384438,8.101714,7.70843,,8.187507,,,8.069313,7.728212,,7.504961,,,8.067445,8.16063,
7.872264,8.332465,7.100606,7.647548,,7.942096,8.260687,8.188933,8.140871,6.969776,8.253643,7.660054,,7.891765,,,7.492058,,7.687977,7.182954,7.494402,7.543673
7.679454,8.300325,7.100606,7.867605,7.487106,8.213483,8.518549,8.522689,8.436791,7.323963,8.323205,7.535244,,7.858385,7.833493,,7.810302,,7.3477,7.182954,7.862623,
9.009326,8.636341,7.785017,7.570779,7.700001,8.836016,7.738162,8.952048,8.713001,7.471857,8.133984,8.211707,8.443263,8.762309,8.5079,8.560424,7.268639,7.900153,7.523928,8.695833,8.582276,
8.937039,8.639445,7.589198,7.581364,7.868017,8.837115,,8.90982,8.699903,7.471857,8.215316,8.211707,8.443263,8.787261,8.5079,8.560424,7.367879,8.183672,7.75184,8.692965,8.606958,7.269789
9.015235,8.667848,7.743911,7.864971,7.879993,8.907625,7.94601,8.937121,8.800099,7.471857,8.288212,8.211707,8.443263,8.845726,8.446957,8.560424,7.901613,7.900153,7.744051,8.783224,8.762492,7.269789
7.648219,7.350212,7.407971,7.058648,,7.684988,7.316228,,7.55766,,8.055982,,7.94141,7.294429,8.070437,,7.298957,,7.927417,7.474252,6.796195,7.4762
7.934287,7.080711,,,,7.35827,,,7.832722,,,,,,7.511039,,,,,,7.800134,
8.052885,,7.785017,7.744427,,7.802272,,7.574436,,7.577274,7.906838,,,7.683594,,,,,,6.980521,6.318142,
7.991767,7.891787,,7.444556,,7.660728,,8.125189,,,7.091016,,,7.759785,,,,,,,7.569446,
7.249919,,,,,7.526749,,7.833078,,,7.258322,,,7.18426,7.065272,,,,,,,
7.869793,7.745943,7.975358,8.092947,7.402445,7.973463,7.591742,7.999004,,,7.885772,,,7.425604,,7.75805,,,7.545555,7.545067,,6.844169
7.535795,,,,,7.351057,,7.642596,6.955846,,7.528324,,7.399722,7.758553,7.521384,,,,7.575298,7.82393,,
8.645465,8.465099,8.242933,8.036791,7.342944,8.596162,7.913238,8.839691,8.206336,7.901978,9.032428,8.003042,8.131056,8.569031,8.270709,,8.392238,7.61105,8.224307,8.664616,8.517875,7.87275
8.645465,8.325157,8.06201,7.833857,,8.491391,7.913238,8.726142,8.168722,7.852201,8.930839,8.003042,8.013162,8.511412,8.143994,,8.233727,7.486491,8.118389,8.475407,8.431087,7.987254
8.632843,8.617622,8.961829,8.859575,8.788085,8.052892,8.441465,8.053431,8.521223,8.26236,8.329119,8.710597,7.672783,,8.002043,8.240998,8.055623,8.090044,8.108807,,8.216972,8.024996
8.216599,8.403282,,7.553999,8.594239,7.969377,8.462097,,,,8.81616,8.87128,7.459544,7.85458,7.696598,,,7.857644,,,8.121398,7.868017
8.576488,8.384713,8.094992,8.003247,7.86712,8.542355,7.959887,8.641929,7.278113,8.088052,9.382364,7.848548,8.194743,8.698558,8.370782,,8.338148,,8.467701,8.630529,8.519275,8.252217
8.51013,8.27001,7.426651,8.111475,7.434379,8.786048,7.642692,8.851993,7.406239,8.010007,9.143495,7.727692,8.061479,8.560098,8.382987,,8.14078,,8.379992,8.600268,8.528405,8.16275
8.51013,8.27001,7.426651,8.111475,7.434379,8.786048,7.642692,8.851993,7.406239,8.010007,9.143495,7.727692,8.061479,8.560098,8.382987,,8.14078,,8.379992,8.600268,8.366003,8.16275
8.51013,8.27001,7.426651,8.111475,7.434379,8.786048,7.642692,8.851993,7.406239,8.010007,9.143495,7.727692,8.061479,8.560098,8.382987,,8.14078,,8.379992,8.600268,8.528405,8.16275
8.616158,8.436829,7.929148,8.199342,7.434379,8.724571,7.976394,8.839692,7.278113,8.064045,9.368445,7.727692,8.087965,8.734114,8.395036,,8.32282,,8.352009,8.67406,8.546001,8.140069
8.340662,7.999999,,,,7.567842,8.030776,7.91901,7.936226,7.378492,7.814564,,7.413876,8.056807,7.95393,,7.679188,,7.645031,8.172467,8.443512,7.561636
7.440966,,,,,7.204886,,7.376688,,,7.46427,,,7.514408,,,,,,7.857647,7.355558,
8.055823,7.867645,,7.492516,,8.366132,7.350204,8.815225,7.419444,,8.60118,,,8.431099,8.139685,,8.135111,,7.752688,8.33298,8.244381,7.188757
8.71661,8.649655,8.212513,8.110348,8.16559,9.085722,8.738149,8.877508,8.674644,9.306254,7.398114,7.977077,9.531418,9.411256,9.315684,8.759516,8.883363,8.722699,9.201402,8.800647,9.424329,9.626782
7.298868,,,,,7.259013,,,,7.36867,,,,,,,,,,,7.516078,
7.387623,7.305967,,,,7.384286,7.565292,8.019141,7.40003,7.22235,7.424409,,,7.724954,7.404836,,7.745486,,,7.798916,7.488268,
7.44661,7.043466,,7.126782,7.371268,7.855873,7.58547,8.231001,7.473531,7.518841,7.314411,,7.690011,7.799993,7.450081,,7.542167,7.153863,7.921386,7.842387,7.557745,7.784793
8.280778,7.787589,7.528341,7.932097,,8.188545,7.350059,8.566174,8.051709,7.983682,8.771943,7.786445,7.339695,8.757158,8.515991,7.764062,8.621735,7.99437,7.837223,8.68373,8.770012,
7.083441,,,,,6.982335,,7.456307,,,,,7.126807,7.614543,8.662526,,7.87773,,,7.948751,7.739717,
8.642449,8.809088,8.672003,8.682385,8.530096,8.886933,,9.160515,8.786096,8.273398,9.360511,7.468849,8.178276,8.734086,8.643467,8.481547,,8.409321,8.503069,9.069237,9.027376,
8.903969,8.809088,8.672003,8.537043,8.530096,9.059207,,9.11608,8.786096,8.273398,9.381877,7.468849,8.406623,8.854648,8.787907,8.481547,,8.409321,8.749567,9.036979,8.994171,
8.642449,8.809088,8.672003,8.537043,8.530096,8.915903,,9.160515,8.786096,8.273398,9.360511,7.468849,8.178276,8.734086,8.643467,8.481547,,8.409321,8.503069,9.069237,9.027376,
,7.571581,,,,7.784599,,8.087913,,,,,,,,,,,,7.327618,,
,8.138972,,,,7.857689,8.24246,,,8.043578,,,,8.075769,8.06207,,8.002287,,8.308302,,,8.489627
,7.812293,7.754731,7.805391,7.344022,8.157053,,8.313227,7.790291,7.682582,8.136175,7.429339,7.533312,8.189166,7.973516,7.448677,8.072381,7.546765,7.531398,8.19227,8.133201,7.621337
,7.474245,,,,8.050739,,8.449347,,,,,,,,,,,,,,
,7.960609,,,,7.719276,,7.732111,7.537372,7.466129,,,,,,,,,,,,
,7.774656,,,,7.667581,,7.779678,7.062367,,7.581288,,,7.740645,7.519401,,7.654107,,,7.74239,7.957873,
,7.774656,,,,7.745512,,7.932268,7.062367,,7.669065,,,7.524488,7.519401,,7.654107,,,8.013502,7.739949,
,7.559749,,,,,,8.003603,,,,,,7.506621,,,,,,7.114443,,
,8.268104,8.330586,8.308869,,8.059192,8.129848,8.491863,8.418006,7.767762,8.15233,8.186703,7.25308,,,,7.777964,,7.842865,7.61964,7.818551,7.349555
,8.268104,8.330586,8.308869,,8.253997,8.406206,8.515189,8.531201,7.767762,8.433121,8.314375,7.410641,,,,7.777964,,7.842865,7.61964,7.818551,6.777431
,7.319108,,,,7.244632,,7.459988,,,6.856935,,,7.828138,,,,,7.45989,7.434868,7.272962,
,7.73831,,,,7.599537,,7.999101,8.078427,7.762651,8.012745,,,,,,,,,,,
,7.73831,,,,7.577725,,7.999101,8.078427,7.762651,8.012745,,,,,,,,,,,
,7.73831,,,,7.601867,,7.733586,8.078427,7.762651,8.012745,,,,,,,,,,,
,9.034457,8.933666,8.956993,8.530096,8.788892,,9.012794,8.786096,8.273398,9.35589,,8.406623,8.794816,8.812223,8.699033,,8.684341,8.749567,9.066074,8.956464,
,7.326314,7.13399,,,7.812074,,8.06197,,,7.553912,,,,7.388307,,,,,7.367254,7.821299,
,7.19407,,,,6.661939,,7.114425,,,7.484703,,,,,,,,,7.042822,7.42093,
,9.034457,8.933666,8.956993,8.530096,8.914774,,9.152695,8.786096,8.273398,9.794081,,8.406623,9.077117,9.079306,8.699033,,8.684341,8.749567,9.333425,9.374858,
,7.414089,,,,7.079886,,7.542317,,,7.492147,,,7.337876,,,,,6.913701,7.465821,7.373684,
,7.331696,,,,7.434397,7.464704,7.877325,,,,,7.739253,7.88594,,,,,7.862853,,7.162195,
,,7.83218,,,8.508916,,7.840384,,,8.266747,7.321079,,,,,,,,7.273161,,
,,7.83218,,,8.240841,,7.840384,,,8.266747,7.321079,,,,,,,8.128173,7.273161,,
,,7.299229,,,7.405925,,7.420448,7.136163,7.772291,,,,,,,,,,,,
,,,7.763063,,7.429121,,7.392208,,7.503753,,,,,,,,,,,,
,,,7.763063,,7.59734,,7.319496,,7.503753,,,,,,,,,,,,
,,,7.763063,,7.491459,,7.319496,,7.503753,,,,,,,,,,,,
,,,7.763063,,7.465955,,7.319496,7.458798,7.503753,,,,,,,,,,,,
,,,,7.613213,7.955618,,8.398412,7.81897,7.076029,8.006405,,,8.080793,8.055431,,7.852656,,,8.153898,8.369258,
,,,,,7.456077,,,,,,,,,8.151079,,7.5125,,7.557545,7.751109,,
,,,,,7.255203,,7.781025,,,,,,,,,,,,,7.230614,
,,,,,7.672068,,7.345519,,,,,,,,,,,,,,
,,,,,7.324108,,7.727608,,,7.195931,,,,,,,,,,,
,,,,,7.339606,,,,,,,,,,,,,,,7.049851,
,,,,,,,,,,,,,,,,,,,,,
,,,,,7.503765,,7.656361,,,,,,,7.521694,,,,7.756369,,,
,,,,,7.464061,,,,,,,,,,,,,,,,
,,,,,7.351176,,,,,,,,,,,,,,,,
,,,,,6.214373,,,7.093008,6.664791,,,,,,,,,,,6.628275,
,,,,,8.044417,,7.7643,,,,,,,,,,,,,,
,,,,,7.00136,,,,,,,,,,,,,,,,
,,,,,7.454897,,7.568421,,,,,,,,,,,,,,
,,,,,7.237726,,6.877435,,,,,,,,,,,,7.364904,,
,,,,,7.766195,,7.315255,7.988344,,,,,7.871718,,,7.813392,,,,7.813628,
,,,,,7.223128,,,,,,,,,,,,,,7.478207,,
,,,,,7.334351,,7.745197,7.142448,,,,,,,,,,,,,
,,,,,7.976623,,8.154935,,,,,,,,,,,,,,
,,,,,7.610534,,,,,,,,,,,,,,,,
,,,,,7.506088,,,,,,,,,,,,,,,,
,,,,,7.657525,,,,,,,,,,,,,,,,
,,,,,7.860224,,,,,,,,,,,,,,,,
,,,,,7.519485,7.593672,7.536147,,,,,,,,,,,,,,
,,,,,7.983296,7.993705,7.768426,8.246184,,,,7.012669,,,,,,,7.842489,7.530846,
,,,,,7.220205,6.761358,,7.270779,,,,7.851216,,7.797786,,7.086725,,7.083372,,,
,,,,,7.54565,,7.604638,7.227889,,,,,,,,,,,,7.047835,
,,,,,7.278205,,,,,,,,,,,,,,,,
,,,,,7.595284,,,,,,,,,,,,,,,,
,,,,,7.888642,,8.048495,,,,,,,,,,,,,,
,,,,,7.579079,,,,,,,,,,,,,,,,
,,,,,7.427995,,7.603726,,,,,,,,,,,,,,
,,,,,7.726613,,,,,,,,,,,,,,,,
,,,,,6.9295,,7.742026,,,,,,,,,,,,,,
,,,,,7.596872,,,,,,,,,,,,,,,,
,,,,,8.040638,,8.076646,,7.518421,,,7.173236,7.513534,7.263876,,7.643337,,,,7.314767,
,,,,,7.476785,,,7.789283,,,,,,8.522157,,8.21241,,,8.308163,,
,,,,,7.837809,,8.111867,,6.945061,,,,7.555753,,,7.376023,,,7.351456,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,7.46657,,7.673482,,,,,,7.528481,,,,,,,,
,,,,,7.390809,,,,,,,,,,,,,,,,
,,,,,7.139283,,,,,,,,,,,,,,,,
,,,,,8.129147,,7.250137,,,,,,,,,,,,,,
,,,,,7.642653,,7.84975,,,,,,,,,,,,,,
,,,,,7.972757,,7.804678,,,,,,,,,,,,,,
,,,,,7.268841,,,7.571885,7.553562,,,,,7.187499,,6.716809,,,,,
,,,,,7.956984,,8.044562,,,,,,,,,,,,,,
,,,,,7.565361,,,,,,,,,,,,,,,,
,,,,,7.438691,,,,,,,,,,,,,,,,
,,,,,7.369965,,6.956876,,,,,,,,,,,,,,
,,,,,7.453692,,7.040143,,,,,,,,,,,,,7.47508,
,,,,,,,7.506519,,,,,,,,,,,,,,
,,,,,7.888675,,7.820401,,,,,,6.733759,,,,,,,,
,,,,,7.924713,,,,,,,,,,,,,,,,
,,,,,7.705069,,7.757685,,,,,,,,,,,,,,
,,,,,7.451567,,7.856786,,,,,,,,,,,,,,
,,,,,7.431751,,,,,,,,,,,,,,,,
,,,,,7.535509,,7.320531,,,,,,,,,,,,,,
,,,,,7.012764,,7.108281,,,,,,,,,,,,,7.343494,
,,,,,7.690482,,8.072856,,,,,7.961816,,,,7.78538,,7.941119,8.034154,,
,,,,,7.632966,,7.418757,,,,,,,,,,,,,,
,,,,,7.228143,,,,,,,,,,,,,,,,
,,,,,6.46583,,,,,,,,,,,,,,,,
,,,,,7.217328,,,,7.520909,,,,,,,,,,,,
,,,,,7.815125,,7.969924,,,,,,,,,,,,,,
,,,,,5.806344,,5.910942,,,5.737205,,,,,,,,,,,
,,,,,7.887093,,7.097109,,,,,,,,,,,,,,
,,,,,8.349497,,,,,,,,,7.817219,,,,8.609419,,,
,,,,,7.137629,,6.939683,,,,,,,,,,,,,,
,,,,,7.159778,,7.537191,,,,,,,,,,,,,,
,,,,,7.430808,,7.408417,,,,,,,,,,,,,,
,,,,,7.615981,,7.379439,,7.133113,,,,,,,,,,,,
,,,,,7.651721,,,,,,,,,,,,,,,,
,,,,,7.681446,,,,,,,,,,,,,,,,
,,,,,7.977908,,8.411511,7.369681,,,,,,,,7.320758,,,,,
,,,,,8.03946,,7.849967,,6.442827,,,,,,,,,,,,
,,,,,7.568839,,7.824811,,,,,,,,,,,,,,
,,,,,7.416817,,8.525742,,,,,,7.444929,,,,,,7.42319,,
,,,,,7.23498,,7.539077,,,6.932296,,,,,,,,,,,
,,,,,6.94356,,,,,,,,,,,,,,,,
,,,,,7.099523,,,,,7.687497,7.650825,,,,,,7.368435,,,,
,,,,,7.04279,,,,,,,,,,,,,,,,
,,,,,7.921986,7.273783,8.137724,,,,,,,,,,,,,,
,,,,,7.931536,,,,,,,,,,,,,,,,
,,,,,7.823271,,7.965488,,,,,,,,,,,,,,
,,,,,7.794667,,7.971915,,,,,,,,,,,,,,
,,,,,7.086097,,,,,7.308735,,,,,,,,,,,
,,,,,7.580417,,7.638458,,,,,,,,,,,,,,
,,,,,7.330978,,,,,,,,,,,,,,,,
,,,,,7.479871,,,,,,,,,,,,,,,,
,,,,,8.655599,,,,,,,,,,,,,,,,
,,,,,7.631891,,7.786635,,,,,,,,,,,,,,
,,,,,7.270754,,,,,7.588435,,,,,,7.123967,,,,,
,,,,,7.052837,,7.610545,,,,,,,,,,,,7.225969,7.280765,
,,,,,7.482925,7.008338,7.454183,,,,,,7.220111,,,,,,7.078695,,
,,,,,7.616971,,7.980438,6.970329,7.645994,,,,7.478077,,,,,7.358418,7.076546,,6.731531
,,,,,7.440215,,,,,6.856927,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,6.903457,,
,,,,,7.272625,,7.028957,,,7.137223,,,,,,,,,6.635276,6.483904,6.827593
,,,,,7.19295,,,,,,,,,,,,,,,,
,,,,,,,7.380607,,,,,,,,,,,,,,
,,,,,7.961029,,,,,,,,,,,,,,,,
,,,,,8.049325,,8.173139,,7.038859,,,,,,,,,,,,
,,,,,7.700347,,7.968044,,,,,,,,,,,,,,
,,,,,7.046062,,,,,,,,,,,,,,6.955918,,
,,,,,7.438192,,,,,,,,,,,,,,,,
,,,,,7.879026,,7.724945,,,,,,,,,6.693652,,,,,
,,,,,7.253819,,,,,,,,,,,,,,,,
,,,,,7.390449,,7.625562,7.419464,,,,,,,,,,,,,
,,,,,7.408172,,7.443289,,,,,,,,,,,,,,
,,,,,8.747212,,9.007878,,,,,,,,,,,,,,
,,,,,7.609207,,7.814059,,,7.830229,,,,,,,,,,,
,,,,,7.292582,,,,,,,,,,,,,,,,
,,,,,7.098147,,6.959229,,7.20958,,,,,,,,,,,,
,,,,,7.453376,,7.572802,,,7.414726,,,7.271779,,,7.567362,,,7.736083,,
,,,,,7.093671,,7.171807,,,,,,,,,,,,,,
,,,,,7.030368,,,,,,,,,,,,,,,,
,,,,,7.199254,,7.390673,,,7.176813,,,,,,,,,,,
,,,,,7.069997,,7.335235,,,,,,,,,,,,,,
,,,,,6.972092,,,,7.042932,,,,,,,,,,,,
,,,,,7.395469,,,,,,,,,,,,,,,,
,,,,,7.333521,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,7.249615,,7.302174,7.248845,,6.668226,,,7.754307,,,,,7.526856,,,
,,,,,7.612901,,7.744744,,,,,,,,,,,,,,
,,,,,8.245992,,7.763393,8.426591,,,,,7.961284,,,,,,7.69481,,
,,,,,8.309872,,8.206881,,,7.265138,,,,,,,,,,,
,,,,,7.530328,,7.743674,,,7.683759,,,,,,,,,,7.131699,
,,,,,6.765352,,7.443086,,,,,,7.586571,,,,,,,7.692066,
,,,,,7.232436,,7.281541,,,,,,7.169538,,,,,,7.476118,,
,,,,,7.583938,,7.321717,,,,,,,,,,,,,,
,,,,,7.917241,,7.975375,,7.954352,,,,7.951031,,,,,7.582502,,,
,,,,,6.979871,,7.785892,,,7.42907,,,7.269938,6.942203,,,,,7.626974,,
,,,,,7.610307,,,,,,,,7.382253,,,,,,,,
,,,,,7.617078,,,,,7.837564,,,8.110725,,,7.525438,,,,7.862034,
,,,,,7.270357,,7.555473,6.892777,,7.294114,,,,,,,,,,,
,,,,,6.996996,,7.164223,,,7.283697,,,,,,,,,,,
,,,,,7.345336,,7.67944,,,,,,,,,,,,,,
,,,,,8.018722,,7.981328,,,,,,8.2544,,,,,7.85003,7.320971,,7.334397
,,,,,6.991732,,,,,7.600299,,,,,,,,,,7.877557,
,,,,,7.140304,,7.682128,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,7.306384,,,,,,,,,,,,,,,,
,,,,,7.640926,,,,,,,,,,,,,,,,
,,,,,7.33729,,7.774855,,7.45402,7.089311,,,7.709414,,,7.787587,,,7.953761,7.537372,
,,,,,6.413998,,6.697196,,,,,,7.669917,,,,,,,,
,,,,,7.595381,,,,,,,,,,,,,,,,
,,,,,7.932595,,8.034784,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,7.507033,,,,,5.964154,,,,,,,,,6.390962,,
,,,,,7.206574,,7.665011,,,7.91333,,,,,,,,,,,
,,,,,7.222808,,6.868313,,,7.680955,,,7.493043,,,,,,,,
,,,,,,,,,,8.092219,,,,,,,,,,,
,,,,,7.148541,,6.942023,,,,,,,,,,,,,6.271563,6.119665
,,,,,7.561772,,7.074001,,,,,,,,,,,,,,
,,,,,7.179018,,,,,,,,,,,,,,,,
,,,,,7.608187,,8.272089,,,7.722696,,,,,,,,,,,
,,,,,7.096614,,7.349127,,,,,,,,,,,,,,
,,,,,7.243135,,,,6.826035,,,,,,,,,,,,7.230045
,,,,,7.277375,,7.359302,,,,,,,,,,,,,,
,,,,,7.57225,,7.771171,,,,,,,,,,,,,,
,,,,,6.753008,,6.863201,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,7.318437,
,,,,,7.348734,,,,,7.519204,,,,,,,,,,,
,,,,,6.663816,,,,,,,,,,,,,,,,
,,,,,7.561284,,7.646231,,,,,,,,,,,,,7.571205,
,,,,,,,,,,,,,,,,,,,,,
,,,,,7.026881,,7.19561,,,7.802072,,,,,,,,,,,
,,,,,7.177026,,7.428592,,,7.802072,,,,,,,,,,,
,,,,,7.253108,,,,,,,,,,,,,,,,
,,,,,7.313423,,,,,,,,,,,,,,,,
,,,,,7.605466,,,,,,,,,,,,,,,,
,,,,,7.401678,,,,,,,,,,,,,,,,
,,,,,7.318775,,,,,,,,,,,,,,,,
,,,,,7.716196,,8.138717,,,7.663796,,7.835836,7.198699,,,7.979113,,,8.061949,7.765053,
,,,,,7.220821,,,,,,,,,,,,,,,7.500511,
,,,,,7.025203,,,,,,,,,,,,,,,,
,,,,,7.65188,,7.593809,,,7.175942,,,,,,,,,,,
,,,,,7.697212,,6.389593,,,,,,,,,,,,,,
,,,,,7.651917,,8.045111,,,,,,,,,,,,,,
,,,,,6.970677,,,,,,,,,,,,,,,,
,,,,,7.436887,,,,,,,,,,,,,,,,
,,,,,7.394372,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,7.675394,,,,,,,,,,,,,,,,
,,,,,7.181229,,,,,,,,,,,,,,,,
,,,,,7.630674,,,7.586317,7.975044,,,,,,,,,,,,
,,,,,6.924123,,7.135127,,,7.585212,,,7.067935,,,,,,,,7.602819
,,,,,6.727712,,,,,,,,,,,,,,,7.457922,
,,,,,6.695564,,,,,7.559581,,,,,,,,,,,
,,,,,7.121854,6.650409,6.842062,,,7.116455,,,,,,,,,,,
,,,,,7.321132,,,,,7.128084,,,,,,,,,7.065051,,
,,,,,7.713731,,7.372689,,,,,,,,,,,,,,
,,,,,6.283647,,7.372689,7.503249,,,,,,,,,,,,,
,,,,,7.430979,6.650409,7.539375,,,7.116455,,,,,,,,,,,
,,,,,7.640188,,7.69892,,,,,,,,,,,,,,
,,,,,6.991652,6.306817,7.122617,,,6.237275,,6.721323,7.213954,,,,,6.710188,6.812755,7.064226,7.132029
,,,,,,,7.366157,,,,,8.267521,8.598512,,,,,,8.449988,,
,,,,,6.999264,,7.20311,,,,,,6.874493,,,,,,,,
,,,,,6.260314,,,,,,,,,,,,,,,,
,,,,,7.42995,,7.101655,6.926025,7.219718,8.055451,7.208623,,8.185119,6.812901,,,7.637934,,,7.575368,6.739289
,,,,,,,8.288971,7.616712,7.689063,,,,,,,,,,,,
,,,,,7.570365,,,,,,,,,,,,,,,,
,,,,,7.326721,,7.471077,,,,,,,,,,,,,,
,,,,,6.719571,,7.122657,,,7.375418,,,,,,,,,,,
,,,,,7.210137,,7.534873,,,7.470392,,,,,,,,,,,
,,,,,7.290149,7.681147,7.343207,,7.584033,,,,,,,,,,,,
,,,,,7.39407,,,,,,,,,,,,,,,,
,,,,,7.245839,,,,,,,,,,,,,,,,
,,,,,7.262491,,7.358932,,,,,,7.333877,,,,7.074044,,,7.374184,
,,,,,7.398301,,,,,,,,,,,,,,,,
,,,,,7.390121,,,7.635143,7.858619,,,7.243537,,7.132941,,,,,,,7.237223
,,,,,7.033481,6.900403,,7.21454,,,,,,,,,,,,,
,,,,,7.763223,,7.821598,,,7.81766,,,,,,,,,,,
,,,,,7.28246,,7.581199,,,,,,,,,,,,,,
,,,,,7.026722,,6.949129,,,7.240435,,,,,,,,,,,
