P12_C1,P12_C2,P12_C3,P12_O1,P12_O2,P12_O3,P17_C1,P17_C2,P17_C3,P17_O1,P17_O2,P17_O3
76999.72441,104426.1957,106307.1261,87432.40273,89532.94871,117712.6249,73072.37786,94838.63683,100260.4602,69799.42561,109438.4578,74589.86766
69501.64072,97388.53082,237386.7345,203198.5335,84949.4552,278110.6786,81100.00546,211069.6301,285338.7089,338781.5259,53923.80801,69621.93522
325461.0649,207008.9108,282592.7987,301384.9794,331933.9575,299948.6981,275395.2553,247110.7003,307651.5417,320473.083,244047.3278,245123.7754
52328.91561,14465.58205,28057.22709,35195.05696,29088.1061,23231.2817,46424.6167,35310.00379,26677.10664,48736.63896,28872.34489,25158.73704
34104.45101,40792.35612,13243.06726,23507.64123,11530.21021,42151.97352,9045.479276,17528.80493,2452.053692,44621.26364,10638.96949,11182.52802
76871.72106,92828.20195,36752.85159,23434.56361,34161.67281,37250.38615,20305.80321,22695.65037,27052.13033,150312.5813,23565.59645,67714.12769
183153.6336,127238.2343,164718.4528,133600.4323,89785.7691,180267.6914,114916.372,75487.53707,119504.0545,134047.5503,136783.1612,133472.1222
86380.37635,48023.37265,64158.20487,34205.60843,35204.8914,39712.72592,20704.39433,34443.12885,12663.38566,41661.73146,51742.03356,40821.73196
25548.42172,23420.17387,33371.84181,36179.02268,32230.19811,37557.49376,21721.47365,36310.41878,35527.77416,28512.60059,18303.84295,41335.40859
75743.97292,51993.11064,86816.9935,154206.7596,19472.86462,142794.3841,102777.5622,57885.09424,96064.07499,1821.786195,28160.77325,102762.0031
14632.54729,27883.13433,3802.404841,8359.375209,2928.628307,10116.70908,8239.286489,8720.772396,11531.7319,2616.684953,24574.58725,8898.393906
21220.98011,46237.23011,55754.20695,46920.96924,29650.91737,34977.34313,13336.1108,64541.39448,46622.35394,24471.47192,54755.20301,15587.18087
436137.1692,367210.6877,337864.7531,330376.7401,309495.9622,291360.321,316910.4743,282467.8775,266545.0799,336728.5079,310728.1638,269001.971
220532.2003,196073.1096,141249.0252,140162.4625,161367.9218,129058.6016,158337.4688,136857.7696,157082.7512,141093.8045,157576.9555,164350.6823
9934.462666,55575.33655,27511.01393,19372.96876,33322.27211,28840.7117,6104.791543,24573.63701,5366.162148,29772.99066,31370.09511,33584.06626
289903.7999,210694.0062,19073.87254,11303.76986,18612.33834,23949.00738,17631.62779,9813.881552,6282.387326,150719.4258,15076.35864,25922.62634
53164.62829,41982.38805,5616.46349,18281.82277,6223.75013,13440.0709,4838.285,3754.853767,5688.355942,4480.296511,5785.498345,4008.046546
126242.1317,109647.5224,167729.3568,206379.576,164743.9398,197918.5052,145913.8118,180739.583,182546.2002,138560.9665,152581.836,194440.4023
621130.946,1293916.136,1374381.887,1291224.243,1327579.127,1165569.763,1884721.645,1801167.326,1958713.262,1145032.17,1236706.422,1432432.84
398589.456,700760.7743,506427.2078,553839.7606,497977.545,538506.0589,770087.701,726974.2732,769973.8396,572824.5715,612440.2964,673415.9179
60897.95287,4945.074803,20456.75202,7178.797004,37292.06219,4913.724404,20352.09271,25973.63958,42240.09407,56195.61881,24720.72198,8020.427721
50603.26808,75350.46483,18891.16095,20721.633,46301.10414,23605.33324,44186.03033,51411.55714,19769.99352,34760.07626,17985.83811,25234.94834
129134.8656,108416.6188,167517.9753,46950.39142,159488.0082,21060.7124,76360.10724,33056.68463,384432.4236,61855.73285,34580.78733,75192.57983
99931.1254,151248.0985,85688.82329,50302.78383,77500.16471,79519.00852,143010.6617,141594.7429,128684.9341,171697.9801,147600.0472,64521.61978
9015.845686,27925.17972,26532.57582,30282.03569,11996.23802,34029.23555,26488.71707,33819.24723,23033.49005,11003.29907,25619.38311,26367.96667
91697.38846,44562.29243,162609.7137,150890.9595,163879.0214,169316.9656,109200.5431,170044.4397,172666.8968,91835.66017,152817.8367,165471.7166
324249.8016,250239.2709,353678.376,328744.0162,301547.6864,306155.7331,284656.9155,155305.1803,231800.4998,303400.9705,285347.1707,268125.4109
231513.2851,342737.6057,428771.3325,580924.0666,505679.3131,446476.4819,633979.9499,650121.8291,658408.9784,394362.956,599699.2156,375535.6888
184535.2773,128686.4579,99864.7091,188911.3875,187208.5582,100787.9055,277625.2004,245303.9775,239523.7214,284496.3724,185838.8643,208694.233
25043.52831,117749.7742,84205.28459,66418.90461,60881.22873,113253.8794,120573.4612,39766.32569,111673.6273,111700.9341,110940.8182,35819.32539
1469543.942,1044222.55,1728607.614,1795785.089,1480447.221,1869303.887,1049178.884,1582739.89,1423552.489,1052440.564,1520715.108,1365372.457
29321.08825,66883.79681,46908.55683,68458.39271,54123.81084,64633.89798,35989.20813,49359.41817,41806.05843,48421.32251,34097.32134,89614.77089
208309.4235,119808.2556,176291.5467,183823.48,171791.9398,225585.5598,155013.9836,103955.9773,98561.07289,120119.9069,94924.27008,94354.38182
30939.62497,31805.18776,26637.93661,26636.15363,20083.63474,21182.7913,35572.33562,20587.16945,26794.72244,31603.5491,18245.32651,22441.97521
427736.0648,435036.4869,473151.643,339871.7208,568101.3166,614406.1591,838528.8416,882573.4265,902169.3793,710597.6829,804829.7944,775946.0706
454586.5128,441786.9365,381425.7501,470250.3285,399449.2149,399683.5491,511548.8537,493523.2926,460551.3838,517754.1441,464105.4716,447812.3486
55341.33665,43632.82893,34062.89249,40508.6465,65175.72055,54619.96276,38212.92738,71142.99646,70887.95849,89882.45354,84544.2156,90498.14799
2287.163718,1436.639171,2126.403864,3975.194215,5004.375195,11535.00764,2939.437782,8550.680914,4588.473653,4862.571814,9562.38428,17141.52396
147037.1842,134449.2855,184556.1275,248532.2248,236203.1471,195115.1439,318012.1008,324478.893,292483.2102,228404.557,282124.598,228780.1907
241131.5343,68996.68581,77011.37719,213757.7322,151952.9962,247490.2751,165593.4775,180851.4789,208838.8215,120526.5803,187238.8944,146017.6907
150303.0382,152361.1639,125258.2706,263968.4035,143398.4238,161810.5686,182546.118,255686.4421,183500.6031,257926.7015,203879.6442,187359.1693
1409031.892,1619287.262,1595406.572,1498569.102,1757137.526,822321.3753,2635233.569,1344223.096,2437942.976,2154388.362,2083439.847,1916680.914
52524.73147,43254.35228,64396.4671,55748.84123,61807.20757,45730.547,78053.90262,73585.91506,63497.60484,88937.51772,87976.59135,62397.55464
183127.6803,244487.157,166228.4229,110500.5004,203905.6065,106374.6044,202752.3264,175570.3879,154755.3928,131121.6874,77147.20399,120634.9315
52821.64945,66112.77753,60350.76924,86260.12353,61759.90555,54557.77971,56010.09133,49106.6524,63224.75399,40171.52995,46118.84406,64251.31975
108283.7826,106594.5076,146305.2505,140772.8087,135058.0513,142384.5299,77487.08371,185079.8012,129420.2128,139524.3288,566682.3835,316539.2667
6832.449445,7887.370969,7302.405148,12189.13103,4235.221484,6485.021731,2216.048926,931.457079,3636.658074,717.410554,7029.011013,3585.997449
159829.6189,191797.6056,284290.8397,198188.7958,273397.601,275594.6744,199348.1392,173236.7956,259372.8433,161618.1034,232752.6161,272991.3692
19703.57365,17585.54181,11305.65161,12616.89139,28493.92015,23450.33573,3674.882256,19880.02819,22462.19585,26517.99869,22279.2236,23790.37505
79695.56244,76223.11547,91283.64229,34038.68609,91264.49586,105849.0697,84300.45601,90662.34625,108395.4693,65662.4535,85773.9023,94645.13356
81766.97998,116496.7303,71258.59907,69981.74635,64015.37373,83126.40195,71974.82568,51647.0741,117316.4955,63466.49201,68292.97319,61082.46385
29860.79027,35566.95531,11625.11683,42379.27578,35391.888,48619.49359,31854.11067,30225.92887,31822.18852,16717.15691,40721.40355,49432.86114
43582.61067,48556.93061,33287.24228,42400.23362,19939.3407,17732.5807,43244.51617,33956.34497,15468.72061,72372.72823,39187.83493,39011.59471
47352.30313,50841.19015,61330.98865,64528.33025,51055.91763,36760.52883,56932.44785,32315.08088,41851.70976,62565.15158,73004.26615,76597.90267
31531.62339,18170.44324,22300.21766,12484.32037,12502.25169,14675.89039,18089.43201,12039.36169,10567.80127,25162.22221,18431.56428,14431.2251
9550.094862,11275.75855,5264.209957,12773.60307,79917.96217,11830.20558,69012.88955,77588.20265,6267.511314,86110.62457,44839.78275,63105.41163
404142.2911,251376.1888,334654.3889,147537.996,158732.2503,131330.1503,131156.8442,91408.78262,103398.9417,370532.1212,321541.8597,286249.7548
395204.3918,311199.2436,388932.8742,286369.0921,412756.2819,282188.0909,314710.4919,319140.9214,266509.5577,255296.3097,243861.2923,146345.5892
1075833.904,735988.8751,367198.2964,242648.1552,327607.3466,447915.7736,398694.4723,344524.0848,397741.5729,891692.233,396781.8252,493910.6445
56777.95093,50720.44999,21666.99672,47280.28378,41348.68878,50672.21108,50722.44982,50909.33745,51767.13466,43309.96873,33233.17634,60049.03705
9147.07673,17236.32168,29479.12879,29971.08407,43236.6032,2590.77873,26385.29394,21851.60143,29778.21494,26476.84353,18729.32486,28801.64419
81735.46961,120156.4431,261897.4118,102969.7218,90108.82804,96715.17256,80268.13209,252440.8549,265023.8864,198175.4748,201700.9342,240053.2516
16805.39726,47783.44399,94092.27817,39737.0663,21851.87873,17578.09814,40027.03767,6985.508721,45251.17212,88759.48742,74719.25328,134964.6039
314345.1566,197183.855,320253.4462,320500.1529,288902.1488,348414.9064,250471.9704,277148.69,276425.8776,255801.241,264299.4219,253057.8758
1629697.043,1079451.082,1875719.423,1936783.738,1761115.787,2182101.798,1640745.7,1614775.273,1824054.954,1642635.987,1696365.123,1704789.763
55537.67738,29958.14904,26557.37173,17510.84829,17369.81173,13772.85708,12646.84863,13040.09559,12561.24778,42666.98438,10605.84571,5078.686326
22959.27885,20848.76329,16398.09277,33630.66984,8518.63257,13881.81777,66561.00181,16292.49936,38451.76133,19902.18208,9175.72468,69512.11089
166361.9478,114670.8355,168233.6618,141267.4592,125673.8167,150460.59,128007.4401,165742.724,131644.3009,160109.6535,163272.922,139308.6681
59798.34131,63045.07422,88454.61019,5017.630596,100138.5749,13348.09619,13593.10338,97490.77511,9899.806813,17127.07987,88127.88355,2275.476077
150721.0468,123547.9983,59133.1856,58572.41624,11157.34158,85377.32196,42504.07286,9516.534423,36993.52637,129922.5296,69087.1068,160873.5257
10565.50649,13169.32695,10195.96862,9058.952977,8438.924151,11553.37154,16670.85632,9974.7111,1167.132704,17531.18467,17341.13993,18555.60987
48098.90113,24794.95353,37058.99759,30521.32357,20850.99214,39071.25285,31847.2267,31811.85962,18239.98631,15081.65315,35094.30004,18493.15409
117186.2143,245168.8351,158107.7555,99832.56428,192514.0006,205769.8431,186237.3459,123066.4421,114874.8256,98459.07221,122060.0451,170506.3379
83678.41204,89131.00907,104599.0482,113941.3462,111999.1114,92078.82551,102400.6162,65759.28175,91132.51272,53330.49517,48054.16159,46345.61662
45138.79243,26446.67645,25319.01772,39362.55664,26227.6827,39969.88514,25397.01162,32498.85106,26180.2125,32740.3722,28353.18767,22375.26163
130730.7705,118510.3555,48680.45944,34959.83809,40346.20765,52686.94306,39745.40918,36958.67282,27655.48259,124365.6352,37173.61716,34845.07455
47550.69704,49309.85446,54956.68951,72355.43336,65088.86033,57582.84472,59941.84321,66061.83404,15886.59941,17112.13626,60170.64426,28126.18159
78472.57747,87591.18369,90313.81394,58412.04004,101156.3574,80530.08981,83154.02147,59850.77259,61492.90167,59278.49277,69415.20883,90713.18785
289225.5994,276510.0487,228081.4999,190276.5446,229350.3576,229194.933,195887.243,193880.4223,220761.0572,239399.2946,182824.5369,195914.833
9916.195063,13962.82165,26741.45894,29220.83307,41181.71478,6024.447027,4922.996369,10520.57855,24364.55762,32145.42472,22539.11614,37691.81193
9063.17709,20446.22998,10532.01559,28506.9435,27092.81473,27254.79683,25283.1423,1952.392258,29178.14954,24698.83327,23662.02198,25657.45078
62210.73146,36003.20695,37312.27312,36077.53637,37945.32019,40618.11879,46918.26052,108390.8705,13158.50484,53186.20308,48728.66486,42749.95555
11324.83764,12558.74379,4489.859951,4067.320824,11540.92542,11916.76048,5542.610993,2057.433323,2340.712789,17276.91336,24780.84849,5437.79126
30021.50993,26135.00601,34348.7316,28988.55998,25651.03699,31546.49679,17286.46875,23210.98198,23034.75471,90320.18896,128389.6007,87766.23112
15562.95636,30189.50705,21894.41955,22804.52382,21184.21295,25024.13366,21425.07733,11583.97951,14748.96509,16840.48223,31831.05625,26660.85949
191265.5109,121757.9733,177477.2736,198088.4725,135439.8916,127592.4164,115600.98,179681.4698,174435.258,157810.7724,119875.8191,180915.8114
95778.48965,64195.47052,28293.31242,8567.510726,10191.47981,24828.40176,22918.64144,5360.349501,5170.16107,89585.41163,23048.99585,1684.783748
339913.2743,289880.8873,325590.2307,330179.5873,260113.5415,343210.9088,314622.5795,285095.6883,327750.7236,294912.1297,287550.7745,309288.5845
221574.6054,243904.8611,202099.416,239098.8289,154296.8119,202564.2113,179465.8558,194552.1426,173989.2368,164025.6785,187448.0717,173732.307
51563.40328,20225.00613,67378.37486,100015.8897,59030.56435,63029.71983,60521.24211,98770.67152,103204.8203,50618.44998,66309.03042,103023.4079
238864.8016,283603.7913,194050.0648,207306.9133,170439.903,153833.8928,234471.5204,193656.7589,166579.6234,272284.0246,212228.0549,186362.8916
41564.04233,34241.23155,27905.14911,45727.24713,11815.16861,10668.44448,19238.16375,17336.22329,17363.79183,12688.73243,89562.90706,14202.05781
1996.702793,7573.315684,29635.51336,16500.05863,17950.41661,15977.74349,11145.57424,15009.63168,15152.19137,18649.65809,18075.43083,20612.10629
118237.2165,24220.59231,89691.03275,69383.29091,35826.73739,64874.0198,51848.07588,26770.77868,60947.80667,71220.25116,44801.16878,48057.89956
28177.7229,34051.28775,21184.90543,15675.2689,22311.01133,14328.42222,34313.22035,1869.828583,20662.79469,22947.97905,22090.52833,32215.36985
169555.2263,60289.21597,112726.0741,133165.7359,39491.50058,46220.70327,104674.1188,131774.7515,103838.1166,104652.2665,166328.7633,132119.1101
82593.65354,74600.49357,76308.21636,79054.80176,76485.74186,86249.02321,66754.85006,55050.11473,74938.53179,70601.81737,63400.45419,73330.07699
122232.8911,70835.4859,88898.80023,93230.40286,107250.3414,88153.61316,85806.54408,79110.82974,96315.27079,74310.09795,76638.32308,95523.41493
142833.562,67321.3126,185212.1914,226212.7982,107753.1589,223740.5103,163849.7111,201711.7657,107074.9078,107182.0122,141162.0074,80006.89518
21378.28744,10583.82108,15974.54933,39945.8323,2849.833915,19887.3053,40574.62853,16600.9908,40822.2474,33529.51807,41310.77723,37659.41516
607508.4849,519671.7725,700631.3919,1034637.585,1030841.3,839844.3832,865595.1354,683030.8553,1074965.879,588404.1869,676349.6256,665514.4877
48537.66672,72922.11343,54439.4158,62015.05488,49248.15835,49680.89751,49577.87374,49750.99812,49002.2775,47472.42146,56169.6571,53192.91967
96940.33637,306741.988,158659.7274,209790.9729,161079.026,91239.53688,131832.9827,172595.0073,111982.9785,12029.75305,125446.4378,162822.8894
121484.637,119882.6208,168676.2594,185820.0942,156672.5178,139177.4871,199060.4771,238064.0577,232119.943,145424.4241,165264.7991,168564.7191
577269.1622,453954.5717,720384.5243,261894.0918,573607.4449,686415.6332,583854.3943,473484.2946,736847.1826,421662.9123,325182.9315,531508.4174
18352.42014,12581.66759,3091.1266,15283.81128,9649.030536,51076.18799,25399.35131,2870.213171,19085.70654,4073.609533,39065.07248,22019.73672
7066.98341,107074.9714,10273.68824,48384.02713,8413.064231,35934.99814,22556.99244,5411.379813,36154.88861,4725.611217,1458.732851,15920.65243
10291.35787,18326.14144,9227.196912,21876.70013,7442.555133,6461.672251,6652.516506,26860.67165,5852.546375,9334.206267,6512.536731,8719.170122
42187.33082,59095.42125,90395.72781,89646.67748,60558.31799,123603.4228,62855.00186,46306.47179,106166.3752,80306.97498,52057.61941,45041.79705
1754721.441,1783128.658,2049608.564,2054355.895,1858073.38,1820040.344,1808705.872,1551752.219,1603746.574,1655946.938,1606559.068,1502109.61
103082.876,133832.5618,78266.93696,112217.9295,66356.64859,137285.4125,87932.45706,37005.66488,49998.40637,76891.36645,15837.84304,52957.96343
194705.9612,182618.6851,260046.1883,368681.5187,296646.1566,302884.6454,255195.6684,328300.9786,337871.4589,236081.8786,304502.9287,284187.8217
33254.383,32321.78229,56369.37952,117479.4299,40802.48409,93174.52234,80647.64929,74324.63695,54448.61921,44909.96752,78131.25091,128520.8591
183123.9437,269458.3022,287073.0217,291475.0885,191839.0301,295683.2388,202872.0315,162238.5624,222105.5712,150602.4109,156335.4661,168942.0497
183159.552,135364.6608,172992.6852,161847.0931,159947.1583,196219.2852,123059.9467,85433.91687,113603.7113,129055.2161,120091.9897,132168.2462
264374.9044,246330.2385,214888.2079,253984.7355,285147.6298,267284.9395,233590.0017,263147.7373,153667.8503,360374.273,262666.5209,230265.6639
168616.3149,145817.0769,143397.1694,95906.69165,122298.2814,150257.4546,106524.7736,127658.9556,137506.0718,81046.18236,99031.79424,142522.3168
260787.8271,240598.0039,173558.0226,153599.7527,184984.8553,160782.7143,168589.4193,129084.3418,131663.7852,271390.1204,162939.5666,152101.799
379431.2454,231772.8062,420467.3311,544620.5628,263091.6718,484019.6574,225556.2361,509995.4908,356760.8997,286032.6801,418362.6107,217866.5948
125389.2629,87580.34538,90471.34953,110093.9108,131922.847,95689.98914,96142.6523,80965.60622,124512.3721,101862.6338,40963.59089,69422.50239
176222.9243,83456.16953,171769.5142,184062.8252,143875.619,170403.8997,104455.0773,154109.7128,142290.7049,170454.9944,171092.977,135919.7811
6378.698363,32959.28815,8428.166935,4867.371658,5901.01509,6954.686915,3003.569233,3062.28266,2739.033992,3354.459156,1870.051913,5293.775978
103474.8296,81374.50356,92170.15343,59239.62053,83074.47837,38228.01955,84043.2638,74490.48404,62424.14983,61657.67434,73373.84765,68626.49254
81183.97299,64042.19981,49637.7504,17878.08568,79325.03708,33140.90772,62516.29633,63859.91092,54621.23754,68519.79101,27177.17241,40677.49218
133754.654,68597.00357,97487.3426,14363.07168,110404.6184,49804.45468,38346.03036,31857.39503,17987.53376,123521.6048,93837.97566,37642.95941
285466.6308,167044.1862,172012.6066,250183.75,261342.292,159700.9527,282931.885,125089.6136,115877.6133,275664.6683,128256.9267,98315.5733
146803.378,125647.6379,67688.18255,43294.95217,87877.57156,108123.9088,118541.6995,50783.98009,52004.46479,77793.71685,132045.2885,59073.538
136696.0406,137983.1466,158036.1205,141922.8637,149047.9623,162677.731,109419.8206,76634.55427,100808.2934,102912.4316,117764.1517,121454.6451
40679.93172,138037.1056,81755.53065,98903.49772,82255.13801,91655.86092,38154.98643,94902.8772,84313.08438,86838.59742,94163.11541,80906.51775
34565.73023,37526.94068,67840.53465,66396.58796,52839.48395,58277.17658,203656.4111,54818.42476,53690.58357,69860.1513,81629.5966,62703.92864
244153.3334,198947.7402,283231.5765,256065.9365,229688.4997,221041.3199,210976.1205,195355.324,223647.3113,182277.2689,189045.9957,182461.4297
164742.9555,144290.207,211430.165,177069.3488,166044.2769,245657.4765,152758.5929,157157.0224,174359.2106,128625.916,178299.3491,138630.157
190215.8904,103686.1423,139506.0201,124335.967,110115.4356,141173.1384,136646.7076,129326.5544,114061.0992,120266.192,146162.2532,131471.6606
310785.937,193589.0608,307183.361,107075.3033,151485.0759,93758.79666,207062.8419,119558.4868,223685.6096,155937.2212,151002.5633,217296.5669
17218.38081,21543.50163,32068.07373,37418.65192,3134.996538,17561.93925,2541.107579,1737.06088,29684.47742,25935.43101,30824.38762,24466.73204
13970.4042,8923.781107,33151.30861,22617.91422,33606.5504,29724.58902,17788.79888,11918.8781,47740.25031,56167.01658,81789.62071,88149.72933
93585.9117,101414.0473,84315.12434,66280.35961,84242.75729,76367.03015,84027.25925,92661.11165,86099.08632,132706.4749,90796.12911,122650.061
4992.5466,46309.0652,22193.4797,7626.653693,12322.63941,20146.58496,5788.75777,53673.79675,19683.40852,32818.10584,27254.19752,15786.94721
30542.88098,11281.62604,19414.67663,14173.40828,4700.621228,11996.88056,11144.51183,59270.19044,17541.99218,14438.8492,17393.94883,150688.4288
6123.432699,9215.957718,8876.817487,12340.42182,21412.27267,16935.41789,14025.44674,2555.795602,32404.56256,12212.65436,22305.77393,12868.9367
13787.25137,14174.96265,9468.732381,9233.001768,14703.19645,17644.59575,13335.49242,11656.42911,11179.60097,10339.85237,4693.58398,3754.64559
235357.9179,202125.7433,305684.2478,330292.2262,255149.6786,331467.5329,211591.2329,221396.1272,246541.931,185839.02,492713.5904,409397.3599
591187.2292,500414.318,544654.8769,466275.0873,495156.643,505205.5361,452267.2534,458855.9926,513807.4082,472685.666,461564.606,450598.1924
89209.5144,118245.2922,100145.2554,111610.2231,74647.37138,94558.44344,70481.5491,165010.3954,144028.3751,97510.72898,168341.776,117999.558
197983.6768,181560.8219,171340.4022,157248.1541,182056.074,152803.8107,139098.2743,137651.601,146544.282,144591.5927,156441.842,173256.0461
155257.8137,273342.5715,221611.0372,168903.163,141604.2139,92233.03867,165026.5702,102337.2482,205869.0187,187026.3276,174406.1622,153347.8092
734713.6415,586054.2228,644266.8796,765551.0128,691343.0442,861128.56,621218.7466,779625.0787,690640.5446,737264.4151,789394.8589,670010.6568
77227.88105,223978.5647,135678.2679,122825.6994,131954.8435,157732.4201,144285.3748,121024.866,120066.4755,182481.4056,131128.0145,102109.9084
83708.43906,146731.3255,93223.71411,16950.64505,155052.2175,193424.1431,168856.6762,144323.3582,79796.85601,42226.32942,155353.8097,144763.1897
443441.1367,387166.7865,457997.4506,412989.466,415453.7091,353909.893,426115.6554,420092.4312,397557.0061,351064.057,436272.0831,334964.0166
9193.253007,16429.19523,33639.38476,24862.31748,26537.38394,29963.85355,24069.90277,19084.86326,7751.904231,8988.081049,20447.22102,20344.64146
557244.4265,781129.7905,909816.9654,504244.696,689245.0021,688553.0329,1112487.791,1146057.14,1183650.197,936219.4502,1007099.893,1232682.352
134020.5787,70902.00688,30322.58776,127538.4814,157597.9026,281773.5131,13899.56728,371421.7573,241269.3703,126160.6643,106758.3519,179141.4163
119903.1048,65939.28557,138463.2735,74520.80478,48279.24073,82965.06873,75100.14914,48030.988,43481.6576,52853.8265,50454.69509,68787.7679
601617.4684,279070.9962,157459.3631,203526.9678,306019.0693,146916.4805,151018.2893,165563.8869,124093.3982,195043.2323,193126.5595,153015.865
69756.07899,97825.02155,32018.36522,17009.16611,21723.52363,19418.03758,28604.79022,17884.53492,13519.89845,75708.85474,19979.84634,17747.24292
149069.0726,150304.7294,169978.0936,19877.24084,147154.3849,142379.0002,133629.9602,139965.9961,125142.0205,142622.0888,75587.23697,140999.5841
2816.084587,1969.888129,1975.510896,3114.694404,2282.144372,903.383498,2483.309696,4627.501757,2090.984456,702.8906643,3519.999004,692.2742965
344478.8566,493349.4878,421585.7145,277080.9238,550593.5343,515329.932,265704.0206,357039.2032,364680.2226,348314.4119,328506.8564,372362.4417
40311.08142,33573.80295,51129.11228,43184.0684,47857.77424,71953.09405,48088.57921,51598.49825,30277.48358,3824.877996,35447.81873,39869.07102
18738.3298,33993.78205,5344.654825,37695.92571,35522.78933,31999.99322,60070.40685,25995.09138,15412.01462,17881.92203,10652.69027,21523.96218
79295.01886,60573.3208,74899.70682,84438.62597,101903.1896,110196.4268,71309.34883,90094.40587,79837.76357,79915.84826,82522.33545,63500.14251
115654.5897,118012.6007,145615.0973,114744.6722,133543.4916,144791.2498,141579.0939,151226.6645,158581.0655,93624.33508,146940.5264,141664.5322
145214.804,139318.528,198192.6626,223928.2251,216395.2079,223866.7073,210127.4392,265836.9231,201256.4313,163507.6828,195920.6521,213039.1869
176101.1971,176408.8823,164328.0394,144245.7912,170561.5456,170518.9292,122876.9207,146041.2151,142427.5886,139962.2494,153208.0393,137174.0925
61547.52794,65932.50565,256094.3221,84034.84314,35644.479,31531.28976,186959.6217,71970.31925,280216.2788,201327.6727,41080.94402,239510.4269
56222.82651,19892.77105,98089.96752,172806.5798,2214.280976,4966.852242,29030.85252,5109.177021,101128.7108,7423.248458,29285.17832,109764.5176
118378.3764,195506.0491,261303.9314,40593.64609,223167.8821,20577.01343,169973.6384,15314.83595,288930.9553,198260.7106,26831.36886,159822.8488
378418.5605,379282.8567,356302.4186,264289.9139,298158.1615,198162.5059,286967.3392,207062.7144,254329.7032,306358.9536,273720.5622,257165.9143
268265.3374,336640.5782,289835.9052,81583.08173,280678.9244,312360.5624,227569.1189,285225.6085,303555.3977,326799.3069,284020.7661,299250.347
285470.1435,285821.4203,316093.4009,322358.5173,291238.2578,326621.9547,284036.6251,283259.7111,304231.5942,279288.7999,331661.3214,354318.7575
7530.653311,20420.89941,17025.71644,23390.48254,19418.21301,20183.39984,19086.13032,19914.08104,18835.93338,15186.50969,25671.09295,19844.29377
284379.4207,223203.2791,190634.3593,284162.7258,183279.688,150554.1972,204998.5284,231130.6212,189660.2989,175534.6593,268105.3887,415101.7835
2432340.823,2113114.228,3491488.415,3961217.196,3756009.904,3922896.392,3523558.693,4313805.896,3932381.214,2859209.717,3680069.322,3546892.12
37025.89511,53599.3359,14910.42327,10135.31613,5042.025021,27278.97011,63562.04279,56489.52335,7569.025884,64800.78075,61161.97595,51391.55791
41330.44431,52158.13898,40202.03875,46167.62055,49619.74,48487.77157,39969.9916,32918.7334,48143.38627,31413.48977,39141.80577,43962.24949
152443.9458,131971.6551,77855.79044,117246.7348,108662.6189,92269.27185,65499.74454,69811.68143,92338.90225,179947.2958,193019.0626,125385.5669
208335.3086,270163.1186,249017.1567,130017.0188,244446.8324,233645.0843,301537.1397,217049.4445,224629.5692,284834.8328,239002.6527,271864.2298
65009.74367,62377.65212,71952.55872,91469.41661,66539.16196,94126.65506,67417.66817,60867.49689,70779.68996,60956.09432,68764.25867,62334.86127
372596.3021,302931.823,327100.3709,360186.5189,293093.9742,326422.2161,343439.9906,314704.1209,313660.1656,430941.9944,362190.5081,334127.2851
157463.8328,115731.1414,230948.8745,201397.6692,193784.1623,103331.1109,105332.6058,105558.9491,218813.7809,110645.3634,244555.9021,214591.4429
174751.3291,139617.4602,159060.9405,117254.0855,128752.9745,90257.49105,144377.0703,91183.06454,90281.75845,149281.5327,116855.7906,123055.7271
139173.6843,201733.4431,167219.8093,155924.0016,131868.6409,169452.0186,113666.8172,146768.395,105303.5528,106462.5354,119768.9274,95746.83611
237810.2547,209933.453,151403.3977,187751.8728,121020.7325,132422.2763,107206.4166,229103.7407,106232.9524,200997.0444,62070.21801,125405.6615
9162.131159,8263.52941,12809.79858,24076.75221,3515.976096,13588.10294,8788.126536,11575.02792,11769.06781,834.2475074,15502.22716,9652.350239
400866.0513,429846.1294,339233.7479,290880.525,227449.0215,311425.1475,312940.1015,278918.3127,249466.2373,454030.1207,337433.0727,435722.3813
292286.7729,187574.7114,233940.6547,186117.8433,129801.6702,205145.044,154673.8344,295398.8659,187430.861,286811.402,214215.4544,319228.9818
191241.1944,147427.4304,119879.3961,80596.90029,132442.329,129615.9829,138183.434,110117.3942,90112.56283,211040.2871,84140.09167,132220.912
447561.5406,302951.7479,388764.2588,562898.1003,274092.3766,533148.8312,423507.2767,561802.4421,488833.1723,459169.5724,366194.3487,411498.5779
371009.5499,357930.9687,377606.0181,101360.5723,515901.8451,481557.9507,80172.79801,527944.2328,464643.6802,402224.3381,441656.9748,97780.42691
112560.1835,75061.0642,53631.75387,43807.25318,61319.36306,85543.22483,42345.51536,39552.73453,33745.7468,43523.60457,33544.44301,40915.92287
29964.06198,39085.182,45694.17513,76053.24835,32059.80597,76412.56254,24057.56343,69619.98859,48072.4813,11766.78266,67264.931,51391.93637
34723.62952,1299.794181,23084.92595,12110.35626,3396.221285,18163.03209,565.8287444,22789.6038,14917.99635,3582.642537,15653.02773,17836.65824
132360.9744,105210.2995,118212.3786,107289.5703,103442.4666,6879.311303,86607.8288,98346.00342,17107.9641,68309.47337,116972.576,12973.72011
158557.8518,119896.5928,142675.2887,111105.8065,137421.7916,129442.1231,128239.8176,151698.1015,124382.7491,141122.4267,97830.32339,122763.8782
