Intensity,Intensity L,Intensity H,Intensity A,Intensity L A,Intensity H A,Intensity B,Intensity L B,Intensity H B
106620000,42450000,64167000,63810000,39204000,24606000,42807000,3246600,39561000
4511000000,2592100000,1918900000,2859600000,1696700000,1162900000,1651300000,895320000,756020000
627330000,290440000,336900000,517750000,223890000,293860000,109580000,66543000,43038000
58274000,34716000,23558000,11988000,9277700,2710800,46286000,25439000,20847000
356310000,259860000,96451000,356310000,259860000,96451000,NA,NA,NA
1597300000,886390000,710930000,1147400000,564170000,583270000,449880000,322220000,127650000
2515400000,1594400000,920920000,1743600000,1002300000,741260000,771780000,592120000,179660000
168370000,100910000,67466000,85926000,53005000,32921000,82449000,47904000,34545000
71800000,35948000,35852000,NA,NA,NA,71800000,35948000,35852000
1477700000,980960000,496740000,1175500000,813570000,361940000,302190000,167390000,134790000
3801300000,2980800000,820500000,1148000000,521510000,626460000,2653300000,2459300000,194050000
NA,NA,NA,NA,NA,NA,NA,NA,NA
36433000,28092000,8341100,36433000,28092000,8341100,NA,NA,NA
67576000,29397000,38178000,NA,NA,NA,67576000,29397000,38178000
1743700000,1124700000,619010000,1326900000,870600000,456290000,416780000,254060000,162720000
1268100000,745760000,522290000,755090000,401910000,353170000,512960000,343850000,169110000
6637500000,4515100000,2122500000,4077700000,3441700000,635990000,2559900000,1073400000,1486500000
2782800000,1533900000,1248800000,2025100000,1033600000,991490000,757680000,500350000,257330000
206200000,141210000,64984000,123160000,101030000,22121000,83042000,40179000,42863000
193510000,109720000,83792000,193510000,109720000,83792000,NA,NA,NA
1378500000,857630000,520870000,855100000,564650000,290450000,523400000,292970000,230420000
93559000,71105000,22454000,93559000,71105000,22454000,NA,NA,NA
557480000,348230000,209250000,343830000,189190000,154650000,213640000,159040000,54604000
135620000,70708000,64909000,91010000,49094000,41916000,44607000,21614000,22993000
146050000,87873000,58180000,97256000,54344000,42912000,48797000,33530000,15268000
182980000,116200000,66782000,126710000,78480000,48227000,56275000,37720000,18555000
490080000,303290000,186790000,259440000,152200000,107240000,230630000,151080000,79554000
NA,NA,NA,NA,NA,NA,NA,NA,NA
1783400000,1042200000,741160000,1243500000,653070000,590410000,539920000,389170000,150750000
27063000000,15886000000,11177000000,15672000000,10776000000,4895600000,11391000000,5109400000,6281700000
82635000,54740000,27895000,NA,NA,NA,82635000,54740000,27895000
522250000,339120000,183130000,271650000,187540000,84115000,250600000,151580000,99017000
1240100000,725030000,515020000,577430000,390120000,187310000,662620000,334910000,327710000
NA,NA,NA,NA,NA,NA,NA,NA,NA
479810000,282850000,196960000,272950000,173840000,99108000,206860000,109000000,97857000
407210000,291430000,115780000,358730000,269670000,89065000,48473000,21758000,26715000
2675700000,1755900000,919750000,1682900000,1216300000,466610000,992720000,539580000,453140000
641150000,409400000,231760000,390360000,245910000,144450000,250790000,163490000,87308000
92933000,47874000,45058000,NA,NA,NA,92933000,47874000,45058000
59664000,43214000,16450000,59664000,43214000,16450000,NA,NA,NA
56748000,22292000,34456000,46473000,13485000,32987000,10275000,8806600,1468700
1165800000,732260000,433500000,390770000,270300000,120470000,774980000,461950000,313030000
5985100000,3706600000,2278500000,3883900000,2386500000,1497500000,2101200000,1320200000,780990000
NA,NA,NA,NA,NA,NA,NA,NA,NA
336610000,289150000,47457000,NA,NA,NA,336610000,289150000,47457000
868990000,567230000,301750000,233760000,128230000,105530000,635230000,439010000,196220000
513370000,284210000,229150000,313010000,174510000,138500000,200360000,109710000,90650000
540990000,363070000,177920000,86946000,37281000,49665000,454040000,325790000,128260000
62910000,28170000,34740000,NA,NA,NA,62910000,28170000,34740000
226210000,138750000,87461000,111800000,33176000,78629000,114400000,105570000,8832500
1615800000,943480000,672290000,848170000,459190000,388980000,767600000,484290000,283300000
21047000000,12718000000,8328500000,7638800000,4875500000,2763300000,13408000000,7842700000,5565200000
1948100000,1074200000,873940000,1188800000,681180000,507660000,759280000,393000000,366280000
38352000000,22401000000,15951000000,18982000000,11027000000,7955500000,19370000000,11374000000,7995600000
3376500000,1666200000,1710300000,1406100000,1033500000,372580000,1970500000,632730000,1337700000
1610300000,719350000,890990000,1610300000,719350000,890990000,NA,NA,NA
269940000,171000000,98941000,173050000,99625000,73426000,96892000,71376000,25515000
48155000,31641000,16514000,48155000,31641000,16514000,NA,NA,NA
988290000,552690000,435600000,536980000,302270000,234710000,451310000,250420000,200900000
616040000,417640000,198400000,438300000,336380000,101920000,177740000,81262000,96479000
30089000,30089000,NA,NA,NA,NA,30089000,30089000,NA
3521100000,2127100000,1394000000,1773500000,947480000,825990000,1747600000,1179700000,567990000
1266300000,725790000,540530000,510480000,331930000,178550000,755840000,393860000,361980000
391310000,221240000,170060000,353350000,189960000,163390000,37954000,31276000,6677700
226760000,133830000,92930000,125620000,64066000,61559000,101140000,69767000,31371000
2596100000,1577300000,1018900000,1228300000,743570000,484770000,1367800000,833710000,534100000
2094200000,1503100000,591120000,1395800000,1268700000,127070000,698450000,234410000,464040000
87432000,71867000,15565000,NA,NA,NA,87432000,71867000,15565000
154840000,99416000,55425000,99977000,63118000,36860000,54864000,36298000,18566000
1333500000,779880000,553660000,1137500000,703150000,434310000,196080000,76733000,119350000
351650000,211880000,139760000,204800000,143370000,61425000,146850000,68512000,78338000
2156200000,1329700000,826420000,994690000,731030000,263660000,1161500000,598720000,562760000
152620000,82352000,70269000,152620000,82352000,70269000,NA,NA,NA
5161200000,3568700000,1592400000,2340600000,1548100000,792470000,2820600000,2020600000,799980000
58482000000,34055000000,24426000000,30849000000,19600000000,11250000000,27632000000,14455000000,13177000000
86326000,48121000,38205000,NA,NA,NA,86326000,48121000,38205000
2333400000,1533800000,799580000,1362900000,929600000,433330000,970500000,604240000,366250000
579710000,421900000,157810000,169060000,98640000,70415000,410660000,323260000,87391000
3059200000,1405000000,1654200000,1427400000,559800000,867620000,1631800000,845230000,786600000
185240000,106510000,78724000,30017000,26519000,3498400,155220000,79995000,75226000
1801900000,1278300000,523570000,984710000,757310000,227400000,817140000,520960000,296180000
2591300000,1694800000,896500000,1203300000,825460000,377830000,1388000000,869340000,518670000
265620000,201980000,63639000,232290000,188650000,43636000,33333000,13330000,20003000
10145000000,5760500000,4384200000,7259500000,3788700000,3470800000,2885300000,1971900000,913430000
818190000,521410000,296770000,818190000,521410000,296770000,NA,NA,NA
2379100000,1363300000,1015800000,1263900000,927140000,336770000,1115200000,436150000,679060000
4442600000,2901800000,1540800000,2444400000,1521500000,922920000,1998200000,1380300000,617920000
546960000,374200000,172750000,340040000,203280000,136760000,206920000,170920000,35996000
1412300000,970180000,442130000,1009300000,708170000,301080000,403050000,262010000,141040000
1250200000,844900000,405340000,966740000,715830000,250910000,283500000,129070000,154430000
1267900000,741570000,526330000,659800000,410380000,249420000,608110000,331200000,276910000
140260000,84503000,55758000,78855000,41610000,37245000,61406000,42894000,18512000
886480000,536890000,349590000,612640000,358790000,253850000,273840000,178100000,95740000
1183300000,697710000,485580000,663240000,409940000,253300000,520050000,287770000,232280000
3786200000,2122600000,1663600000,1992900000,1299200000,693710000,1793300000,823440000,969880000
3815600000,2482900000,1332700000,1888500000,1068500000,820060000,1927100000,1414400000,512690000
146530000,103360000,43174000,129610000,86433000,43174000,16923000,16923000,NA
3475100000,2283700000,1191400000,1595800000,1137000000,458730000,1879300000,1146600000,732650000
986890000,641780000,345110000,693570000,489850000,203720000,293320000,151930000,141390000
1297400000,788340000,509090000,707040000,578880000,128160000,590400000,209460000,380930000
541720000,394690000,147030000,541720000,394690000,147030000,NA,NA,NA
6639100000,3517100000,3122000000,4140000000,1607000000,2533000000,2499100000,1910100000,589070000
360310000,226720000,133590000,208890000,114260000,94631000,151420000,112460000,38960000
256790000,133190000,123600000,129170000,51129000,78045000,127610000,82061000,45552000
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
575510000,474360000,101150000,575510000,474360000,101150000,NA,NA,NA
4728400000,3021800000,1706600000,2595800000,1813200000,782590000,2132600000,1208600000,924010000
16689000000,10662000000,6027600000,9861300000,8715100000,1146200000,6827800000,1946500000,4881300000
21674000,15946000,5727400,13911000,10765000,3146000,7762400,5180900,2581400
3208500000,1744500000,1463900000,2030000000,1094100000,935910000,1178500000,650460000,528010000
846310000,503000000,343310000,656950000,383440000,273510000,189360000,119550000,69804000
3829100000,2567300000,1261800000,2260400000,1738700000,521760000,1568700000,828600000,740060000
38483000,22848000,15635000,NA,NA,NA,38483000,22848000,15635000
82105000,69544000,12560000,NA,NA,NA,82105000,69544000,12560000
88082000,59020000,29062000,NA,NA,NA,88082000,59020000,29062000
835260000,303990000,531260000,NA,NA,NA,835260000,303990000,531260000
537360000,321890000,215470000,434970000,239970000,195000000,102390000,81918000,20476000
25969000,19081000,6887600,NA,NA,NA,25969000,19081000,6887600
1914600000,1119800000,794850000,987050000,486480000,500570000,927570000,633290000,294280000
1628200000,1065000000,563210000,704000000,417230000,286770000,924200000,647760000,276440000
1234900000,742130000,492790000,706520000,498970000,207550000,528400000,243160000,285240000
3423100000,2091500000,1331700000,1588700000,1117600000,471110000,1834400000,973850000,860580000
6223700000,4171100000,2052600000,3472600000,2729300000,743230000,2751100000,1441700000,1309400000
672020000,394450000,277570000,425500000,233330000,192180000,246510000,161120000,85393000
768900000,371470000,397430000,577310000,236350000,340960000,191590000,135120000,56468000
120720000,115870000,4853000,NA,NA,NA,120720000,115870000,4853000
69564000,50343000,19221000,60871000,46703000,14168000,8693300,3639900,5053400
74265000,48496000,25769000,NA,NA,NA,74265000,48496000,25769000
689260000,346550000,342720000,291500000,162640000,128860000,397760000,183900000,213860000
187240000,115460000,71784000,34224000,19581000,14643000,153020000,95877000,57141000
66806000,42315000,24491000,19326000,12804000,6522600,47480000,29511000,17969000
2683200000,1747900000,935280000,1521900000,995450000,526430000,1161300000,752440000,408840000
28103000000,17934000000,10170000000,17111000000,12058000000,5053800000,10992000000,5876000000,5116000000
2496200000,1703400000,792790000,1694700000,1211500000,483190000,801540000,491940000,309600000
40398000,25570000,14828000,40398000,25570000,14828000,NA,NA,NA
1085300000,358490000,726860000,169030000,76126000,92908000,916310000,282360000,633950000
1014200000,542880000,471320000,770210000,380030000,390180000,243980000,162840000,81139000
70005000,43140000,26865000,14730000,6296000,8433600,55276000,36844000,18432000
9603600000,5323700000,4279900000,5235200000,3951700000,1283600000,4368400000,1372000000,2996300000
1186500000,738810000,447660000,703010000,503180000,199830000,483460000,235630000,247830000
1291600000,821940000,469630000,915230000,611210000,304030000,376330000,210730000,165610000
3982200000,1095100000,2887100000,3969100000,1088100000,2881000000,13062000,6951800,6109700
530370000,338230000,192150000,478580000,307990000,170590000,51793000,30232000,21561000
40918000000,24317000000,16602000000,23329000000,12711000000,10619000000,17589000000,11606000000,5982800000
626620000,392820000,233790000,301730000,189840000,111900000,324880000,202990000,121900000
589600000,354750000,234840000,355860000,203870000,151990000,233740000,150890000,82854000
101850000,48658000,53190000,50682000,23293000,27389000,51166000,25365000,25801000
363510000,250450000,113060000,214960000,124920000,90042000,148550000,125540000,23018000
440060000,279730000,160340000,132290000,65625000,66664000,307770000,214100000,93672000
7918100000,4973200000,2944900000,4255200000,2857800000,1397400000,3662900000,2115400000,1547600000
2825100000,1821200000,1004000000,1098200000,783760000,314420000,1727000000,1037400000,689550000
6759100000,3948300000,2810800000,4314000000,2710500000,1603500000,2445100000,1237800000,1207300000
58754000,47536000,11218000,41678000,33376000,8302500,17076000,14161000,2915200
1442600000,920790000,521830000,1018400000,631420000,386930000,424270000,289370000,134900000
219840000,179030000,40803000,206860000,166060000,40803000,12975000,12975000,NA
3025500000,1706100000,1319300000,2161500000,1199000000,962550000,863930000,507150000,356780000
2207600000,1553300000,654260000,1352900000,924530000,428420000,854600000,628760000,225840000
1091900000,654880000,437050000,636920000,422090000,214830000,455010000,232790000,222220000
1466400000,935830000,530580000,587880000,341780000,246100000,878530000,594050000,284480000
298570000,186050000,112530000,213590000,130220000,83369000,84986000,55829000,29158000
506820000,278370000,228450000,447340000,242450000,204880000,59482000,35918000,23564000
5931900000,3320600000,2611300000,4248900000,2462300000,1786600000,1683000000,858240000,824740000
2250700000,1243100000,1007600000,1496900000,635390000,861460000,753800000,607700000,146100000
1024000000,693600000,330400000,696810000,446020000,250800000,327180000,247580000,79608000
131380000,102600000,28775000,NA,NA,NA,131380000,102600000,28775000
5669900000,3465300000,2204600000,3078900000,1711000000,1367900000,2591100000,1754300000,836730000
